ts,cpu_total_pct,mem_used_bytes,mem_total_bytes,proc_rss_bytes,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
1760290510.0931277,51.6,17206550528,134892691456,167120896,35831015936,583762048000,440795365424,480407364127
1760290510.5938883,51.6,17206550528,134892691456,167120896,35831015936,583762048000,440795380876,480407379579
1760290511.0948632,51.7,17206534144,134892691456,167120896,35831015936,583762048000,440795382952,480407381967
1760290511.5958638,51.5,17206792192,134892691456,167120896,35831015936,583762048000,440795399444,480407398459
1760290512.096844,51.6,17206792192,134892691456,167120896,35831015936,583762105344,440795401641,480407401090
1760290512.5978448,51.7,17207050240,134892691456,167120896,35831015936,583762105344,440795417992,480407417441
1760290513.0986948,51.6,17207824384,134892691456,167120896,35831015936,583762154496,440795419639,480407419087
1760290513.5996923,51.6,17207824384,134892691456,167120896,35831015936,583762154496,440795442150,480407441598
1760290514.1007733,51.7,17208315904,134892691456,167120896,35831015936,583762154496,440795443307,480407442862
1760290514.6017237,51.7,17208426496,134892691456,167120896,35831015936,583762154496,440795459175,480407458730
1760290515.1025598,51.6,17208422400,134892691456,167120896,35831015936,583762154496,440795459902,480407459631
1760290515.6034365,51.6,17208680448,134892691456,167120896,35831015936,583762154496,440795475562,480407475291
1760290516.1044338,51.6,17208717312,134892691456,167120896,35831015936,583762154496,440795476545,480407476860
1760290516.6053677,51.7,17208717312,134892691456,167120896,35831015936,583762154496,440795491997,480407492312
1760290517.106356,51.7,17208717312,134892691456,167120896,35831015936,583762154496,440795492724,480407493398
1760290517.6073086,51.7,17208717312,134892691456,167120896,35831015936,583762154496,440795508451,480407509125
1760290518.1084268,51.7,17209233408,134892691456,167120896,35831015936,583762187264,440795509679,480407510724
1760290518.6096094,51.7,17209233408,134892691456,167120896,35831015936,583762187264,440795529486,480407530531
1760290519.1104877,51.9,17225981952,134892691456,167120896,35831015936,583762187264,440795533588,480407534853
1760290519.6112137,51.6,17225981952,134892691456,167120896,35831015936,583762187264,440795549040,480407550305
1760290520.1122193,52.0,17260408832,134892691456,167120896,35831015936,583762187264,440795550124,480407551499
1760290520.6132598,51.6,17260666880,134892691456,167120896,35831015936,583762187264,440795565576,480407566951
1760290521.1141512,51.7,17256239104,134892691456,167120896,35831015936,583762187264,440795567072,480407568693
1760290521.6150453,51.9,17273528320,134892691456,167120896,35831015936,583762187264,440795583564,480407585185
1760290522.1160457,51.6,17266606080,134892691456,167120896,35831015936,583762187264,440795587960,480407589799
1760290522.617032,51.8,17285185536,134892691456,167120896,35831015936,583762187264,440795604311,480407606150
1760290523.1181054,51.8,17275494400,134892691456,167120896,35831015936,583762187264,440795606152,480407608397
1760290523.619149,51.9,17290203136,134892691456,167120896,35831015936,583762187264,440795628663,480407630908
1760290524.1200392,51.6,17284952064,134892691456,167120896,35831015936,583762187264,440795629746,480407632361
1760290524.620973,51.7,17284591616,134892691456,167120896,35831015936,583762187264,440795645198,480407647813
1760290525.1219623,51.8,17279774720,134892691456,167120896,35831015936,583762187264,440795645935,480407648550
1760290525.622981,51.6,17279774720,134892691456,167120896,35831015936,583762187264,440795662922,480407665665
1760290526.123834,51.8,17278386176,134892691456,167120896,35831015936,583762187264,440795663451,480407666194
1760290526.624722,52.9,17275789312,134892691456,167120896,35831015936,583762187264,440795680078,480407683216
1760290527.1258142,51.8,17287372800,134892691456,167120896,35831015936,583762187264,440795680399,480407683537
1760290527.626868,51.6,17286823936,134892691456,167120896,35831015936,583762187264,440795698146,480407701387
1760290528.1278634,52.1,17292931072,134892691456,167120896,35831015936,583762187264,440795698467,480407701708
1760290528.6292026,51.7,17291640832,134892691456,167120896,35831015936,583762187264,440795720929,480407724905
1760290529.1303136,51.7,17284800512,134892691456,167120896,35831015936,583762187264,440795721250,480407725226
1760290529.631275,51.8,17297330176,134892691456,167120896,35831015936,583762187264,440795738803,480407743314
1760290530.1321821,51.7,17289068544,134892691456,167120896,35831015936,583762187264,440795739124,480407743635
1760290530.6330297,51.8,17306099712,134892691456,167120896,35831015936,583762187264,440795755811,480407760846
1760290531.1338797,51.8,17293627392,134892691456,167120896,35831015936,583762187264,440795756132,480407761167
1760290531.6347384,51.7,17310142464,134892691456,167120896,35831015936,583762187264,440795773888,480407779172
1760290532.135803,51.7,17301139456,134892691456,167120896,35831015936,583762187264,440795775249,480407780533
1760290532.6368186,52.1,17328566272,134892691456,167120896,35831015936,583762187264,440795797110,480407802543
1760290533.1378145,51.6,17320833024,134892691456,167120896,35831015936,583762187264,440795798055,480407803488
1760290533.638687,51.8,17336446976,134892691456,167120896,35831015936,583762187264,440795820099,480407825676
1760290534.1397371,51.7,17316556800,134892691456,167120896,35831015936,583762187264,440795820420,480407825997
1760290534.641188,51.7,17310224384,134892691456,167120896,35831015936,583762187264,440795838167,480407844349
1760290535.1420329,51.9,17310998528,134892691456,167120896,35831015936,583762187264,440795838488,480407844670
1760290535.6429946,51.7,17305321472,134892691456,167120896,35831015936,583762187264,440795855833,480407862540
1760290536.1439376,51.8,17315405824,134892691456,167120896,35831015936,583762187264,440795856154,480407862861
1760290536.6448026,51.6,17312743424,134892691456,167120896,35831015936,583762187264,440795873751,480407881195
1760290537.145727,52.1,17322323968,134892691456,167383040,35831015936,583762187264,440795874072,480407881516
1760290537.6466851,51.6,17317453824,134892691456,167383040,35831015936,583762187264,440795892848,480407900875
1760290538.147578,51.6,17309102080,134892691456,167383040,35831015936,583762187264,440795893169,480407901196
1760290538.6486018,51.9,17309777920,134892691456,167383040,35831015936,583762187264,440795914457,480407922622
1760290539.1495638,51.5,17303769088,134892691456,167383040,35831015936,583762187264,440795914778,480407922943
1760290539.6503053,51.9,17317933056,134892691456,167383040,35831015936,583762187264,440795931915,480407940213
1760290540.151148,51.7,17309978624,134892691456,167383040,35831015936,583762187264,440795932236,480407940534
